p,q,r,s,l,d,p00,p01,p10,p11
0.02,1.0,0.01,1.0,1.0,1.0,9.996079584473709e-05,0.009898078804233667,0.009898078804233677,0.9801038815956878
0.03,1.0,0.01,1.0,1.0,1.0,0.00010191043986818835,0.009993159637560017,0.009993159637560017,0.9799117702850119
0.04,1.0,0.01,1.0,1.0,1.0,0.00010387852604977265,0.010088203010602544,0.010088203010602518,0.9797197154527453
0.05,1.0,0.01,1.0,1.0,1.0,0.00010586504343468263,0.010183208939906816,0.010183208939906825,0.9795277170767516
0.06,1.0,0.01,1.0,1.0,1.0,0.00010786998107455805,0.010278177442009886,0.01027817744200991,0.9793357751349057
0.07,1.0,0.01,1.0,1.0,1.0,0.00010989332802754095,0.010373108533440098,0.010373108533440112,0.9791438896050922
0.08,1.0,0.01,1.0,1.0,1.0,0.00011193507335816747,0.01046800223071705,0.01046800223071705,0.9789520604652077
0.09,1.0,0.01,1.0,1.0,1.0,0.00011399520613746283,0.01056285855035191,0.010562858550351918,0.9787602876931586
0.1,1.0,0.01,1.0,1.0,1.0,0.00011607371544288718,0.010657677508847057,0.01065767750884702,0.9785685712668629
0.11,1.0,0.01,1.0,1.0,1.0,0.00011817059035835705,0.010752459122696161,0.010752459122696218,0.9783769111642493
0.12,1.0,0.01,1.0,1.0,1.0,0.0001202858199741764,0.010847203408384588,0.010847203408384645,0.9781853073632565
0.13,1.0,0.01,1.0,1.0,1.0,0.00012241939338711853,0.010941910382388828,0.010941910382388849,0.9779937598418352
0.14,1.0,0.01,1.0,1.0,1.0,0.00012457129970041043,0.011036580061176813,0.011036580061176835,0.9778022685779459
0.15,1.0,0.01,1.0,1.0,1.0,0.0001267415280236531,0.011131212461207855,0.01113121246120789,0.9776108335495607
0.16,1.0,0.01,1.0,1.0,1.0,0.00012893006747288823,0.011225807598932738,0.011225807598932772,0.9774194547346616
0.17,1.0,0.01,1.0,1.0,1.0,0.00013113690717057768,0.011320365490793568,0.011320365490793618,0.9772281321112422
0.18,1.0,0.01,1.0,1.0,1.0,0.00013336203624558082,0.011414886153223976,0.011414886153223981,0.9770368656573065
0.19,1.0,0.01,1.0,1.0,1.0,0.0001356054438331872,0.011509369602648938,0.011509369602648872,0.976845655350869
0.2,1.0,0.01,1.0,1.0,1.0,0.0001378671190750582,0.011603815855484716,0.011603815855484617,0.9766545011699556
0.21,1.0,0.01,1.0,1.0,1.0,0.0001401470511192889,0.011698224928139043,0.01169822492813907,0.9764634030926027
0.22,1.0,0.01,1.0,1.0,1.0,0.00014244522912033262,0.01179259683701147,0.011792596837011457,0.9762723610968568
