p,q,r,s,l,d,p00,p01,p10,p11
0.01,1.0,1.0,1.0,1.0,0.0120226443461741,0.3215176371093872,0.0140305356480878,0.0140305356480879,0.650421291594437
0.01,1.0,1.0,1.0,1.0,0.013182567385564,0.3208051012466626,0.0147430715108121,0.0147430715108122,0.6497087557317128
0.01,1.0,1.0,1.0,1.0,0.0144543977074592,0.3200274796918047,0.0155206930656703,0.0155206930656703,0.6489311341768546
0.01,1.0,1.0,1.0,1.0,0.0158489319246111,0.3191792007542656,0.0163689720032095,0.0163689720032096,0.6480828552393152
0.01,1.0,1.0,1.0,1.0,0.0173780082874937,0.3182542884816822,0.0172938842757927,0.0172938842757927,0.6471579429667323
0.01,1.0,1.0,1.0,1.0,0.0190546071796324,0.3172463476676786,0.0183018250897965,0.0183018250897966,0.6461500021527283
0.01,1.0,1.0,1.0,1.0,0.0208929613085403,0.3161485514094614,0.0193996213480137,0.0193996213480138,0.6450522058945111
0.01,1.0,1.0,1.0,1.0,0.0229086765276777,0.3149536320279641,0.0205945407295109,0.020594540729511,0.6438572865130138
0.01,1.0,1.0,1.0,1.0,0.0251188643150957,0.3136538762923875,0.0218942964650875,0.0218942964650876,0.6425575307774372
0.01,1.0,1.0,1.0,1.0,0.0275422870333816,0.3122411260274746,0.0233070467300004,0.0233070467300005,0.6411447805125243
0.01,1.0,1.0,1.0,1.0,0.0301995172040201,0.3107067853223535,0.0248413874351215,0.0248413874351216,0.6396104398074032
0.01,1.0,1.0,1.0,1.0,0.0331131121482591,0.3090418356994477,0.0265063370580273,0.0265063370580274,0.6379454901844975
0.01,1.0,1.0,1.0,1.0,0.0363078054770101,0.3072368607341735,0.0283113120233016,0.0283113120233016,0.6361405152192232
0.01,1.0,1.0,1.0,1.0,0.0398107170553497,0.3052820817321875,0.0302660910252874,0.0302660910252875,0.6341857362172375
0.01,1.0,1.0,1.0,1.0,0.0436515832240166,0.3031674061597812,0.0323807665976937,0.0323807665976939,0.6320710606448311
0.01,1.0,1.0,1.0,1.0,0.0478630092322638,0.3008824905710822,0.0346656821863929,0.0346656821863929,0.6297861450561318
0.01,1.0,1.0,1.0,1.0,0.0524807460249772,0.2984168197669342,0.0371313529905408,0.0371313529905409,0.627320474251984
0.01,1.0,1.0,1.0,1.0,0.0575439937337156,0.2957598038362179,0.039788368921257,0.0397883689212571,0.6246634583212678
0.01,1.0,1.0,1.0,1.0,0.0630957344480193,0.2929008945506965,0.0426472782067784,0.0426472782067785,0.6218045490357462
0.01,1.0,1.0,1.0,1.0,0.0691830970918936,0.2898297222879022,0.0457184504695729,0.045718450469573,0.6187333767729519
0.01,1.0,1.0,1.0,1.0,0.0758577575029183,0.2865362542223243,0.0490119185351507,0.0490119185351508,0.6154399087073741
0.02,1.0,1.0,1.0,1.0,0.0109647819614318,0.3185277620755029,0.0192205822953577,0.0192205822953578,0.6430310733337814
0.02,1.0,1.0,1.0,1.0,0.0120226443461741,0.3178947521401062,0.0198535922307545,0.0198535922307545,0.6423980633983846
0.02,1.0,1.0,1.0,1.0,0.013182567385564,0.3172036159858757,0.0205447283849853,0.0205447283849854,0.6417069272441536
